year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",136.00,62.00,7.47,1.08,31.85,0.00,21.60,4.00,0.00,6214.00,853.00,24.00,3012.00,0.00,2325.00
2025,12,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",531.00,181.00,48.06,2.00,65.10,0.00,65.84,9.00,3.00,11287.00,3011.00,528.00,3057.00,0.00,4691.00
2025,12,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",301.00,51.00,14.40,3.54,14.53,0.00,18.52,3.00,0.00,3459.00,1374.00,133.00,1024.00,0.00,928.00
2025,12,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",455.00,167.00,51.43,0.00,65.00,0.63,49.93,19.00,3.00,10641.00,2795.00,0.00,3187.00,12.00,4647.00
2025,12,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",540.00,197.00,81.21,6.52,72.09,0.00,37.19,31.00,0.00,15416.00,5917.00,2248.00,4342.00,0.00,2909.00
2025,12,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,45.00,12.21,0.24,11.59,0.00,20.96,4.00,0.00,4502.00,1021.00,40.00,1048.00,0.00,2393.00
2025,12,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",71.00,11.00,0.56,1.00,9.44,0.00,0.00,0.00,0.00,1071.00,29.00,21.00,1021.00,0.00,0.00
2025,12,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",860.00,354.00,48.44,4.46,139.71,0.00,161.38,41.00,1.00,36008.00,5796.00,1412.00,8437.00,0.00,20363.00
2025,12,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",66.00,18.00,1.77,2.70,5.68,0.00,7.85,5.00,0.00,1151.00,69.00,221.00,340.00,0.00,521.00
2025,12,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",790.00,275.00,68.81,0.75,128.32,0.25,76.87,60.00,1.00,21375.00,4818.00,107.00,9605.00,4.00,6841.00
2025,12,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5999.00,1552.00,358.99,44.59,726.54,0.00,421.87,61.00,5.00,120728.00,23759.00,4176.00,45905.00,0.00,46888.00
2025,12,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1841.00,479.00,86.91,11.52,239.83,0.00,140.74,83.00,2.00,35939.00,6841.00,737.00,14094.00,0.00,14267.00
2025,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",135.00,35.00,4.24,0.89,21.17,0.00,8.70,6.00,0.00,2985.00,657.00,33.00,1654.00,0.00,641.00
2025,11,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",517.00,152.00,28.87,3.33,76.94,0.00,42.86,24.00,1.00,10986.00,1982.00,329.00,5170.00,0.00,3505.00
2025,11,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",284.00,38.00,7.97,3.70,23.39,0.00,2.95,11.00,4.00,4108.00,331.00,270.00,3365.00,0.00,142.00
2025,11,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",455.00,154.00,27.63,0.00,74.94,0.00,51.42,20.00,3.00,14426.00,2131.00,0.00,5637.00,0.00,6658.00
2025,11,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",564.00,155.00,39.10,1.82,91.75,1.00,21.33,25.00,2.00,12230.00,3686.00,197.00,6861.00,38.00,1448.00
2025,11,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",89.00,32.00,7.48,0.44,15.47,0.00,8.61,4.00,0.00,2223.00,518.00,27.00,908.00,0.00,770.00
2025,11,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",55.00,6.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,1014.00,0.00,0.00,1014.00,0.00,0.00
2025,11,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",958.00,302.00,36.27,2.82,122.29,0.00,140.62,113.00,0.00,39937.00,4423.00,141.00,11949.00,0.00,23424.00
2025,11,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",59.00,9.00,2.00,0.40,4.31,0.00,2.29,9.00,0.00,653.00,91.00,19.00,371.00,0.00,172.00
2025,11,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",739.00,188.00,27.22,1.85,126.92,0.01,32.00,41.00,1.00,16365.00,1594.00,133.00,11210.00,2.00,3426.00
2025,11,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5963.00,1528.00,287.87,10.55,859.37,0.00,370.21,177.00,11.00,161301.00,27295.00,1313.00,87569.00,0.00,45124.00
2025,11,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1705.00,313.00,45.15,3.94,196.34,0.00,67.57,146.00,1.00,22484.00,3164.00,454.00,13556.00,0.00,5310.00
2025,10,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,26.00,6.52,0.00,13.28,0.00,6.21,1.00,0.00,1697.00,412.00,0.00,992.00,0.00,293.00
2025,10,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",57.00,4.00,1.88,0.00,2.12,0.00,0.00,0.00,0.00,146.00,98.00,0.00,48.00,0.00,0.00
2025,10,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",976.00,338.00,32.00,4.80,186.40,0.00,114.80,17.00,1.00,29127.00,2397.00,280.00,14337.00,0.00,12113.00
2025,10,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",62.00,15.00,2.92,0.13,5.96,0.00,5.99,0.00,1.00,761.00,128.00,8.00,283.00,0.00,342.00
2025,10,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",728.00,202.00,30.24,1.19,149.35,0.00,21.22,16.00,0.00,17285.00,3734.00,50.00,11303.00,0.00,2198.00
2025,10,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",90.00,12.00,3.62,0.33,6.54,0.00,1.51,1.00,0.00,404.00,107.00,7.00,250.00,0.00,40.00
2025,10,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",524.00,165.00,35.02,1.86,74.94,0.00,53.18,8.00,0.00,10138.00,1892.00,110.00,4104.00,0.00,4032.00
2025,10,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",301.00,53.00,11.00,3.75,26.49,0.00,11.76,4.00,0.00,3727.00,449.00,358.00,2066.00,0.00,854.00
2025,10,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",365.00,124.00,18.27,1.86,73.97,0.00,29.91,4.00,2.00,8928.00,1316.00,294.00,4619.00,0.00,2699.00
2025,10,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",598.00,190.00,45.51,1.00,119.14,0.00,24.35,9.00,2.00,10959.00,3092.00,117.00,6278.00,0.00,1472.00
2025,10,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5737.00,1610.00,212.42,7.18,1044.83,0.00,345.57,41.00,10.00,125219.00,18254.00,963.00,74103.00,0.00,31899.00
2025,10,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",2117.00,508.00,46.47,3.62,356.44,0.00,101.47,28.00,2.00,33291.00,3761.00,288.00,21355.00,0.00,7887.00
2025,9,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",89.00,9.00,5.31,0.00,2.18,0.00,1.51,0.00,0.00,704.00,542.00,0.00,66.00,0.00,96.00
2025,9,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",461.00,120.00,30.08,6.60,48.72,0.34,34.26,6.00,3.00,8612.00,2213.00,451.00,3404.00,13.00,2531.00
2025,9,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",292.00,33.00,7.91,0.76,19.98,1.44,2.91,1.00,2.00,1510.00,250.00,61.00,1033.00,41.00,125.00
2025,9,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",328.00,67.00,14.26,0.31,35.43,0.26,16.74,3.00,2.00,5041.00,799.00,52.00,2931.00,6.00,1253.00
2025,9,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",572.00,109.00,37.45,2.00,60.56,0.00,8.99,0.00,2.00,7866.00,1928.00,99.00,5312.00,0.00,527.00
2025,9,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",90.00,19.00,9.41,1.00,4.64,0.00,3.95,0.00,0.00,882.00,351.00,58.00,242.00,0.00,231.00
2025,9,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,9,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",1013.00,203.00,36.03,2.49,111.23,0.00,53.25,16.00,2.00,23627.00,3790.00,1227.00,10818.00,0.00,7792.00
2025,9,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",60.00,13.00,2.07,0.00,6.87,0.00,4.07,2.00,0.00,740.00,70.00,0.00,314.00,0.00,356.00
2025,9,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",711.00,145.00,25.10,7.24,87.81,0.60,24.25,18.00,3.00,11274.00,1243.00,534.00,7221.00,17.00,2259.00
2025,9,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5397.00,1012.00,207.56,31.03,533.80,0.00,239.62,38.00,39.00,90516.00,16010.00,4127.00,46052.00,0.00,24327.00
2025,9,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1993.00,328.00,54.31,12.09,205.97,0.00,55.64,45.00,8.00,27299.00,3384.00,1668.00,17223.00,0.00,5024.00
2025,8,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",1046.00,343.00,54.22,6.33,192.65,0.00,89.79,30.00,5.00,40654.00,6594.00,1941.00,18638.00,0.00,13481.00
2025,8,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",63.00,9.00,1.62,1.01,4.53,0.00,1.85,0.00,0.00,802.00,126.00,136.00,446.00,0.00,94.00
2025,8,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",768.00,205.00,25.97,1.95,151.59,0.00,25.49,10.00,1.00,17091.00,1768.00,179.00,12933.00,0.00,2211.00
2025,8,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5517.00,1590.00,295.63,63.59,890.24,0.00,340.54,66.00,12.00,143382.00,28035.00,6309.00,70571.00,0.00,38467.00
2025,8,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1980.00,496.00,70.48,15.11,337.81,0.00,72.60,40.00,4.00,41846.00,6560.00,2038.00,25289.00,0.00,7959.00
2025,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",87.00,19.00,7.11,0.00,10.25,0.00,1.64,0.00,0.00,1161.00,606.00,0.00,421.00,0.00,134.00
2025,8,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",513.00,199.00,39.63,8.58,66.50,0.22,84.07,9.00,3.00,15802.00,2528.00,1034.00,5140.00,15.00,7085.00
2025,8,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",291.00,73.00,16.46,6.56,32.30,0.00,17.68,3.00,0.00,4275.00,1003.00,451.00,2056.00,0.00,765.00
2025,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",514.00,172.00,27.98,7.53,85.96,0.00,50.52,5.00,2.00,15350.00,2658.00,630.00,6025.00,0.00,6037.00
2025,8,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",598.00,176.00,49.72,5.16,100.14,0.00,20.99,4.00,4.00,12277.00,3337.00,423.00,7223.00,0.00,1294.00
2025,8,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,39.00,12.11,0.00,11.67,0.00,15.22,1.00,0.00,2374.00,584.00,0.00,692.00,0.00,1098.00
2025,8,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",73.00,6.00,2.78,1.00,2.22,0.00,0.00,0.00,0.00,918.00,815.00,19.00,84.00,0.00,0.00
2025,7,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1981.00,540.00,104.41,27.06,319.51,0.00,89.01,257.00,7.00,56998.00,11963.00,6049.00,29376.00,0.00,9610.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",955.00,349.00,50.82,12.77,166.31,0.00,119.10,121.00,2.00,57642.00,6442.00,3783.00,26091.00,0.00,21326.00
2025,7,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",62.00,10.00,0.53,0.37,5.58,0.00,3.53,3.00,0.00,605.00,24.00,29.00,390.00,0.00,162.00
2025,7,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",743.00,273.00,29.10,4.39,212.69,0.00,26.82,45.00,8.00,24280.00,1536.00,326.00,20529.00,0.00,1889.00
2025,7,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5583.00,1873.00,323.74,102.54,1062.96,0.00,383.75,273.00,70.00,222591.00,37406.00,20380.00,114025.00,0.00,50780.00
2025,7,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",89.00,20.00,5.39,0.00,12.03,0.00,2.57,3.00,1.00,1477.00,406.00,0.00,467.00,0.00,604.00
2025,7,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",537.00,223.00,46.18,10.14,91.18,0.10,75.41,40.00,4.00,22915.00,3992.00,1271.00,9550.00,3.00,8099.00
2025,7,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",279.00,77.00,17.58,1.55,43.17,0.00,14.70,13.00,10.00,5438.00,1113.00,225.00,3443.00,0.00,657.00
2025,7,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",513.00,180.00,34.24,2.09,98.09,0.41,45.17,47.00,7.00,21683.00,3835.00,95.00,11013.00,46.00,6694.00
2025,7,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",593.00,223.00,50.69,11.00,137.72,0.00,23.60,38.00,7.00,20998.00,4309.00,1521.00,13284.00,0.00,1884.00
2025,7,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,44.00,12.04,1.00,14.44,0.00,16.52,2.00,1.00,5428.00,1975.00,144.00,1166.00,0.00,2143.00
2025,7,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",91.00,22.00,8.23,1.00,12.77,0.00,0.00,0.00,0.00,1761.00,859.00,44.00,858.00,0.00,0.00
2025,6,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",88.00,25.00,10.40,0.00,10.00,0.00,4.60,6.00,0.00,1698.00,914.00,0.00,426.00,0.00,358.00
2025,6,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",522.00,201.00,51.97,9.94,68.64,0.55,69.90,23.00,4.00,15772.00,3522.00,1292.00,5528.00,14.00,5416.00
2025,6,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",281.00,51.00,21.00,1.00,18.82,0.00,10.18,5.00,1.00,2988.00,1180.00,257.00,1163.00,0.00,388.00
2025,6,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",482.00,134.00,19.15,7.32,67.36,0.16,40.01,2.00,5.00,13016.00,1651.00,406.00,6507.00,4.00,4448.00
2025,6,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",554.00,184.00,65.23,5.84,89.03,1.00,22.90,19.00,5.00,16045.00,4985.00,531.00,8892.00,54.00,1583.00
2025,6,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",90.00,39.00,19.80,0.00,9.41,0.00,9.79,4.00,0.00,3348.00,2216.00,0.00,419.00,0.00,713.00
2025,6,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",87.00,9.00,3.23,1.84,2.93,1.00,0.00,1.00,0.00,462.00,109.00,191.00,109.00,53.00,0.00
2025,6,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",629.00,191.00,33.98,9.88,86.96,0.00,60.17,38.00,2.00,26410.00,3027.00,2783.00,10201.00,0.00,10399.00
2025,6,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",64.00,8.00,2.89,0.06,2.44,0.00,2.61,0.00,0.00,450.00,264.00,3.00,88.00,0.00,95.00
2025,6,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",731.00,193.00,34.41,1.33,132.31,0.28,24.67,27.00,4.00,15944.00,2074.00,55.00,12330.00,10.00,1475.00
2025,6,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",4758.00,1279.00,269.62,72.61,624.28,0.00,312.49,33.00,21.00,137412.00,25697.00,10397.00,62092.00,0.00,39226.00
2025,6,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1488.00,334.00,52.33,12.66,208.47,0.00,60.54,87.00,3.00,36939.00,5723.00,1985.00,21584.00,0.00,7647.00
2025,5,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",87.00,59.00,7.34,0.93,46.85,0.00,3.88,13.00,0.00,5065.00,1017.00,180.00,3475.00,0.00,393.00
2025,5,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",496.00,250.00,23.89,11.85,159.80,0.00,54.45,17.00,8.00,23351.00,2017.00,2001.00,13138.00,0.00,6195.00
2025,5,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",308.00,153.00,3.63,4.76,132.92,0.00,11.69,7.00,0.00,21424.00,210.00,1297.00,19345.00,0.00,572.00
2025,5,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",522.00,241.00,15.67,6.19,176.89,0.00,42.25,10.00,15.00,22150.00,1653.00,611.00,15834.00,0.00,4052.00
2025,5,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",537.00,331.00,45.73,3.76,258.11,0.00,23.40,10.00,1.00,34694.00,3731.00,345.00,28823.00,0.00,1795.00
2025,5,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,51.00,10.66,0.46,31.24,0.00,8.64,2.00,0.00,4441.00,739.00,16.00,2183.00,0.00,1503.00
2025,5,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",54.00,36.00,3.68,0.00,32.32,0.00,0.00,0.00,0.00,3513.00,402.00,0.00,3111.00,0.00,0.00
2025,5,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",443.00,180.00,16.02,2.93,127.86,0.00,33.19,74.00,1.00,26774.00,3629.00,1065.00,16950.00,0.00,5130.00
2025,5,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",96.00,40.00,1.00,0.00,32.29,0.00,6.71,21.00,0.00,3256.00,56.00,0.00,2586.00,0.00,614.00
2025,5,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",725.00,369.00,20.02,6.45,325.67,0.18,16.68,49.00,2.00,42789.00,2212.00,479.00,38059.00,6.00,2033.00
2025,5,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",4984.00,2181.00,226.04,62.01,1607.80,0.00,285.14,151.00,23.00,260257.00,28011.00,10683.00,182823.00,0.00,38740.00
2025,5,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1247.00,393.00,27.88,4.01,339.71,0.00,21.39,182.00,2.00,42100.00,4479.00,321.00,34906.00,0.00,2394.00
2025,4,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",565.00,167.00,13.92,3.51,101.56,0.00,48.01,31.00,6.00,22190.00,1080.00,653.00,13872.00,0.00,6585.00
2025,4,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",77.00,31.00,4.53,2.11,18.79,0.00,5.58,8.00,1.00,2022.00,345.00,119.00,1159.00,0.00,399.00
2025,4,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",774.00,243.00,23.67,9.49,191.95,0.00,17.89,16.00,3.00,23743.00,1861.00,869.00,18848.00,0.00,2165.00
2025,4,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,63.00,26.00,0.00,37.00,0.00,0.00
2025,4,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5442.00,1441.00,197.31,38.77,969.75,0.00,235.18,55.00,54.00,156425.00,19205.00,3742.00,104824.00,0.00,28654.00
2025,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",123.00,60.00,6.15,1.91,41.17,0.00,10.77,1.00,1.00,4764.00,711.00,88.00,3217.00,0.00,748.00
2025,4,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",479.00,189.00,30.75,6.47,102.75,0.82,48.21,8.00,5.00,14829.00,1906.00,394.00,8098.00,67.00,4364.00
2025,4,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",289.00,66.00,12.01,3.55,34.74,1.00,14.70,0.00,7.00,6209.00,1027.00,326.00,3981.00,24.00,851.00
2025,4,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",413.00,167.00,18.15,0.12,113.10,0.59,35.04,4.00,11.00,13507.00,1242.00,2.00,8564.00,13.00,3686.00
2025,4,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",510.00,227.00,59.88,4.14,149.99,0.00,12.99,2.00,6.00,19308.00,6638.00,388.00,11385.00,0.00,897.00
2025,4,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",90.00,44.00,13.44,0.11,22.27,0.00,8.18,5.00,1.00,4355.00,1569.00,34.00,1220.00,0.00,1532.00
2025,4,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",41.00,7.00,4.66,0.00,2.34,0.00,0.00,0.00,0.00,317.00,217.00,0.00,100.00,0.00,0.00
2025,4,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1385.00,300.00,28.05,6.29,229.96,0.00,35.70,68.00,5.00,32535.00,3550.00,1712.00,23159.00,0.00,4114.00
2025,3,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",117.00,34.00,5.09,3.36,15.67,0.00,9.87,2.00,1.00,2057.00,272.00,209.00,906.00,0.00,670.00
2025,3,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",840.00,170.00,32.62,6.93,99.76,0.00,30.69,13.00,2.00,14029.00,1942.00,637.00,9390.00,0.00,2060.00
2025,3,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",6046.00,1271.00,324.47,35.73,582.63,0.00,328.17,27.00,33.00,96486.00,23197.00,4396.00,36952.00,0.00,31941.00
2025,3,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1754.00,226.00,49.49,12.95,129.46,0.00,34.09,31.00,2.00,21033.00,5654.00,2267.00,9203.00,0.00,3909.00
2025,3,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",171.00,51.00,13.13,0.77,24.09,0.00,13.01,1.00,1.00,3867.00,926.00,63.00,1588.00,0.00,1290.00
2025,3,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",554.00,194.00,49.85,3.18,89.50,1.65,49.82,9.00,1.00,13596.00,4697.00,437.00,4387.00,47.00,4028.00
2025,3,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",248.00,41.00,10.95,0.72,17.87,0.00,11.46,0.00,1.00,2356.00,915.00,21.00,983.00,0.00,437.00
2025,3,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",428.00,145.00,46.19,1.56,50.42,0.00,46.83,6.00,3.00,10779.00,3292.00,293.00,2513.00,0.00,4681.00
2025,3,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",528.00,159.00,60.48,1.39,71.30,0.00,25.83,2.00,1.00,11485.00,5445.00,145.00,4109.00,0.00,1786.00
2025,3,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",93.00,44.00,9.81,0.00,23.40,0.00,10.79,3.00,0.00,2588.00,575.00,0.00,869.00,0.00,1144.00
2025,3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",50.00,5.00,1.58,2.00,1.42,0.00,0.00,0.00,0.00,330.00,110.00,160.00,60.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",1061.00,272.00,46.82,6.41,102.88,0.00,115.89,19.00,3.00,32606.00,6245.00,1170.00,8399.00,0.00,16792.00
2025,2,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",146.00,47.00,7.54,1.54,20.14,0.00,17.78,4.00,0.00,2890.00,427.00,160.00,1223.00,0.00,1080.00
2025,2,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",484.00,122.00,38.01,2.69,50.44,0.82,30.04,8.00,0.00,7036.00,2036.00,747.00,2180.00,64.00,2009.00
2025,2,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",146.00,26.00,7.99,1.38,14.62,0.00,2.00,1.00,0.00,1377.00,517.00,109.00,682.00,0.00,69.00
2025,2,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",378.00,99.00,31.40,0.00,27.73,0.15,39.72,8.00,0.00,9302.00,2924.00,0.00,2669.00,17.00,3692.00
2025,2,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",471.00,138.00,61.09,3.99,57.90,0.00,15.02,1.00,1.00,10628.00,4527.00,1802.00,3059.00,0.00,1240.00
2025,2,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",84.00,27.00,6.47,0.90,7.10,0.00,12.52,0.00,0.00,2137.00,502.00,127.00,407.00,0.00,1101.00
2025,2,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",21.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,94.00,0.00,0.00,94.00,0.00,0.00
2025,2,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",1073.00,291.00,43.04,10.02,105.44,0.00,132.50,54.00,1.00,32167.00,4727.00,1799.00,6818.00,0.00,18823.00
2025,2,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",90.00,27.00,6.47,3.89,8.63,0.00,8.01,0.00,0.00,1693.00,308.00,179.00,541.00,0.00,665.00
2025,2,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",716.00,118.00,22.76,1.97,74.99,0.00,18.28,13.00,0.00,8732.00,1697.00,71.00,5775.00,0.00,1189.00
2025,2,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5455.00,1010.00,248.92,53.66,383.92,0.00,323.50,39.00,8.00,83261.00,21344.00,8446.00,25292.00,0.00,28179.00
2025,2,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1555.00,266.00,43.32,16.00,154.13,0.00,52.55,53.00,0.00,18150.00,4011.00,2150.00,8182.00,0.00,3807.00
2025,1,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",31.00,5.00,2.17,0.00,2.83,0.00,0.00,1.00,0.00,446.00,336.00,0.00,110.00,0.00,0.00
